X,Y,Index_,event_unique_id,year_,Division,homicide_type,occurrence_date,Hood_ID,Neighbourhood,Lat,Long,FID
-79.3719101,43.6504669,809,GO-20161263080,2016,D51,Other,2016-07-18T04:00:00.000Z,73,Moss Park (73),43.6504669,-79.3719101,601
-79.2580719,43.7529755,810,GO-20161329227,2016,D41,Shooting,2016-07-28T04:00:00.000Z,127,Bendale (127),43.7529755,-79.2580719,602
-79.3824921,43.6694145,811,GO-20161335085,2016,D51,Stabbing,2016-07-29T04:00:00.000Z,75,Church-Yonge Corridor (75),43.6694145,-79.3824921,603
-79.334877,43.6771507,812,GO-20161403032,2016,D55,Other,2016-08-09T04:00:00.000Z,69,Blake-Jones (69),43.6771507,-79.334877,604
-79.3734589,43.6573067,813,GO-20161443064,2016,D51,Other,2016-08-15T04:00:00.000Z,73,Moss Park (73),43.6573067,-79.3734589,605
-79.3529129,43.6661606,814,GO-2016666749,2016,D51,Other,2016-04-19T04:00:00.000Z,68,North Riverdale (68),43.6661606,-79.3529129,606
-79.4127045,43.6419144,815,GO-20161480338,2016,D14,Shooting,2016-08-21T04:00:00.000Z,82,Niagara (82),43.6419144,-79.4127045,607
-79.2228241,43.7395859,816,GO-20161506128,2016,D43,Other,2016-08-25T04:00:00.000Z,139,Scarborough Village (139),43.7395859,-79.2228241,608
-79.3666916,43.6506844,103,594159,2004,D51,Shooting,2004-07-24T04:00:00.000Z,73,Moss Park (73),43.6506844,-79.3666916,609
-79.453392,43.663322399999984,104,607864,2004,D11,Other,2004-08-05T04:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6633224,-79.453392,610
-79.5038376,43.7028809,105,616055,2004,D31,Stabbing,2004-08-18T04:00:00.000Z,28,Rustic (28),43.7028809,-79.5038376,611
-79.4411087,43.702255199999989,106,605174,2004,D13,Stabbing,2004-08-19T04:00:00.000Z,108,Briar Hill-Belgravia (108),43.7022552,-79.4411087,612
-79.1577835,43.7938499,107,592255,2004,D42,Shooting,2004-08-30T04:00:00.000Z,134,Highland Creek (134),43.7938499,-79.1577835,613
-79.3727188,43.6523514,108,635798,2004,D51,Other,2004-08-30T04:00:00.000Z,73,Moss Park (73),43.6523514,-79.3727188,614
-79.5490723,43.7506523,109,642839,2004,D31,Stabbing,2004-08-31T04:00:00.000Z,21,Humber Summit (21),43.7506523,-79.5490723,615
-79.5614395,43.7006416,110,642110,2004,D23,Shooting,2004-09-05T04:00:00.000Z,6,Kingsview Village-The Westway (6),43.7006416,-79.5614395,616
-79.61427310000002,43.732193,111,650681,2004,D23,Shooting,2004-09-21T04:00:00.000Z,1,West Humber-Clairville (1),43.732193,-79.6142731,617
-79.4924011,43.7453308,112,633558,2004,D11,Other,2004-09-22T04:00:00.000Z,27,York University Heights (27),43.7453308,-79.4924011,618
-79.3372726,43.6605644,113,676448,2004,D55,Other,2004-10-08T04:00:00.000Z,70,South Riverdale (70),43.6605644,-79.3372726,619
-79.5005493,43.7112694,114,683174,2004,D31,Shooting,2004-10-15T04:00:00.000Z,28,Rustic (28),43.7112694,-79.5005493,620
-79.378585799999982,43.7010231,115,696852,2004,D53,Other,2004-10-27T04:00:00.000Z,99,Mount Pleasant East (99),43.7010231,-79.3785858,621
-79.450599700000012,43.6763077,116,697185,2004,D13,Other,2004-11-12T05:00:00.000Z,92,Corso Italia-Davenport (92),43.6763077,-79.4505997,622
-79.4287186,43.6693077,117,734705,2004,D14,Stabbing,2004-12-01T05:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6693077,-79.4287186,623
-79.4287186,43.6693077,118,734705,2004,D14,Stabbing,2004-12-01T05:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6693077,-79.4287186,624
-79.1699524,43.7816315,119,735933,2004,D42,Other,2004-12-02T05:00:00.000Z,133,Centennial Scarborough (133),43.7816315,-79.1699524,625
-79.3287811,43.6959457,120,734029,2004,D54,Stabbing,2004-12-03T05:00:00.000Z,58,Old East York (58),43.6959457,-79.3287811,626
-79.4728699,43.6518822,121,643900,2004,D11,Other,2004-10-21T04:00:00.000Z,88,High Park North (88),43.6518822,-79.4728699,627
-79.3849716,43.752151499999989,122,735980,2004,D33,Stabbing,2004-12-11T05:00:00.000Z,40,St.Andrew-Windfields (40),43.7521515,-79.3849716,628
-79.4018478,43.657653799999984,123,730198,2004,D14,Stabbing,2004-12-11T05:00:00.000Z,79,University (79),43.6576538,-79.4018478,629
-79.3106537,43.7083473,124,775505,2004,D54,Stabbing,2004-12-12T05:00:00.000Z,54,O'Connor-Parkview (54),43.7083473,-79.3106537,630
-79.3788757,43.660671199999989,125,736004,2004,D51,Shooting,2004-12-19T05:00:00.000Z,75,Church-Yonge Corridor (75),43.6606712,-79.3788757,631
-79.2565155,43.730751,126,811677,2004,D41,Shooting,2004-12-19T05:00:00.000Z,124,Kennedy Park (124),43.730751,-79.2565155,632
-79.3292923,43.7122536,127,730003,2004,D54,Shooting,2004-12-20T05:00:00.000Z,44,Flemingdon Park (44),43.7122536,-79.3292923,633
-79.235916100000011,43.7353821,128,860547,2004,D42,Stabbing,2004-12-31T05:00:00.000Z,123,Cliffcrest (123),43.7353821,-79.2359161,634
-79.2360611,43.7918816,129,986698,2004,D42,Other,2004-07-12T04:00:00.000Z,132,Malvern (132),43.7918816,-79.2360611,635
-79.4794617,43.7147217,130,308782,2004,D31,Shooting,2004-05-22T04:00:00.000Z,29,Maple Leaf (29),43.7147217,-79.4794617,636
-79.2652435,43.8273811,131,879569,2005,D42,Stabbing,2005-01-14T05:00:00.000Z,130,Milliken (130),43.8273811,-79.2652435,637
-79.4244614,43.6653824,132,910043,2005,D14,Stabbing,2005-01-18T05:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6653824,-79.4244614,638
-79.4077148,43.64291,133,920738,2005,D14,Shooting,2005-01-21T05:00:00.000Z,82,Niagara (82),43.64291,-79.4077148,639
-79.4077148,43.64291,134,920738,2005,D14,Shooting,2005-01-21T05:00:00.000Z,82,Niagara (82),43.64291,-79.4077148,640
-79.2822571,43.7694244,135,951634,2005,D33,Shooting,2005-02-11T05:00:00.000Z,126,Dorset Park (126),43.7694244,-79.2822571,641
-79.4557953,43.6703377,136,733656,2005,D12,Other,2005-02-11T05:00:00.000Z,91,Weston-Pellam Park (91),43.6703377,-79.4557953,642
-79.5870972,43.753620099999985,137,736672,2005,D23,Shooting,2005-02-12T05:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7536201,-79.5870972,643
-79.2822571,43.7694244,138,768554,2005,D41,Shooting,2005-02-15T05:00:00.000Z,126,Dorset Park (126),43.7694244,-79.2822571,644
-79.3737793,43.6672974,139,918414,2005,D51,Shooting,2005-02-15T05:00:00.000Z,74,North St.James Town (74),43.6672974,-79.3737793,645
-79.491874700000011,43.613285099999985,140,929672,2005,D22,Other,2005-02-18T05:00:00.000Z,17,Mimico (includes Humber Bay Shores) (17),43.6132851,-79.4918747,646
-79.4460526,43.7859192,141,969241,2005,D32,Shooting,2005-02-28T05:00:00.000Z,36,Newtonbrook West (36),43.7859192,-79.4460526,647
-79.356308,43.7409859,142,953786,2005,D33,Shooting,2005-03-05T05:00:00.000Z,42,Banbury-Don Mills (42),43.7409859,-79.356308,648
-79.4982376,43.6239204,143,745939,2005,D22,Stabbing,2005-03-11T05:00:00.000Z,16,Stonegate-Queensway (16),43.6239204,-79.4982376,649
-79.3793716,43.6618767,144,758352,2005,D51,Shooting,2005-03-25T05:00:00.000Z,75,Church-Yonge Corridor (75),43.6618767,-79.3793716,650
-79.2812576,43.6853142,145,884190,2005,D41,Shooting,2005-04-13T04:00:00.000Z,122,Birchcliffe-Cliffside (122),43.6853142,-79.2812576,651
-79.4360352,43.6371803,146,1052948,2005,D11,Shooting,2005-04-18T04:00:00.000Z,85,South Parkdale (85),43.6371803,-79.4360352,652
-79.3840103,43.6423912,147,1006774,2005,D52,Other,2005-04-19T04:00:00.000Z,77,Waterfront Communities-The Island (77),43.6423912,-79.3840103,653
-79.5529861,43.751442,148,739652,2005,D31,Shooting,2005-04-24T04:00:00.000Z,21,Humber Summit (21),43.751442,-79.5529861,654
-79.2841568,43.8078117,149,736140,2005,D42,Stabbing,2005-05-04T04:00:00.000Z,129,Agincourt North (129),43.8078117,-79.2841568,655
-79.4353638,43.659885399999986,150,739574,2005,D14,Shooting,2005-05-05T04:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6598854,-79.4353638,656
-79.515358,43.7552147,151,737037,2005,D31,Stabbing,2005-05-05T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7552147,-79.515358,657
-79.341774,43.6795692,152,756176,2005,D54,Shooting,2005-05-08T04:00:00.000Z,66,Danforth (66),43.6795692,-79.341774,658
-79.3816376,43.6673737,153,1001532,2005,D51,Shooting,2005-05-14T04:00:00.000Z,75,Church-Yonge Corridor (75),43.6673737,-79.3816376,659
-79.241630599999979,43.7841072,154,863844,2005,D41,Shooting,2005-05-15T04:00:00.000Z,128,Agincourt South-Malvern West (128),43.7841072,-79.2416306,660
-79.1930542,43.7581673,155,988453,2005,D42,Shooting,2005-05-18T04:00:00.000Z,136,West Hill (136),43.7581673,-79.1930542,661
-79.5096817,43.7396736,156,781084,2005,D31,Stabbing,2005-05-27T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7396736,-79.5096817,662
-79.2949219,43.6897202,157,760646,2005,D55,Shooting,2005-06-12T04:00:00.000Z,62,East End-Danforth (62),43.6897202,-79.2949219,663
-79.521873499999984,43.7667732,158,1000509,2005,D31,Shooting,2005-06-24T04:00:00.000Z,24,Black Creek (24),43.7667732,-79.5218735,664
-79.4410248,43.7201309,159,834756,2005,D32,Stabbing,2005-06-25T04:00:00.000Z,32,Englemount-Lawrence (32),43.7201309,-79.4410248,665
-79.4381866,43.6664314,160,1086009,2005,D14,Shooting,2005-06-29T04:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6664314,-79.4381866,666
-79.5686188,43.7462502,161,884293,2005,D23,Shooting,2005-07-06T04:00:00.000Z,21,Humber Summit (21),43.7462502,-79.5686188,667
-79.2725296,43.6946259,162,863854,2005,D41,Other,2005-07-17T04:00:00.000Z,121,Oakridge (121),43.6946259,-79.2725296,668
-79.4829025,43.6788063,163,1059962,2005,D12,Shooting,2005-07-19T04:00:00.000Z,111,Rockcliffe-Smythe (111),43.6788063,-79.4829025,669
-79.3258514,43.7433739,164,1070618,2005,D33,Other,2005-07-20T04:00:00.000Z,45,Parkwoods-Donalda (45),43.7433739,-79.3258514,670
-79.1916809,43.769825,165,1150352,2005,D42,Other,2005-07-15T04:00:00.000Z,136,West Hill (136),43.769825,-79.1916809,671
-79.4410248,43.7201309,166,1135001,2005,D31,Shooting,2005-07-30T04:00:00.000Z,32,Englemount-Lawrence (32),43.7201309,-79.4410248,672
-79.3157654,43.7967758,167,1033503,2005,D42,Shooting,2005-07-30T04:00:00.000Z,117,L'Amoreaux (117),43.7967758,-79.3157654,673
-79.3813705,43.6574173,168,1148137,2005,D52,Shooting,2005-07-31T04:00:00.000Z,75,Church-Yonge Corridor (75),43.6574173,-79.3813705,674
-79.5826111,43.7339706,169,1041793,2005,D23,Shooting,2005-08-03T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7339706,-79.5826111,675
-79.3331299,43.7981796,170,1102449,2005,D42,Shooting,2005-08-05T04:00:00.000Z,117,L'Amoreaux (117),43.7981796,-79.3331299,676
-79.3755188,43.665741,171,1068304,2005,D51,Shooting,2005-08-07T04:00:00.000Z,71,Cabbagetown-South St.James Town (71),43.665741,-79.3755188,677
-79.3755188,43.665741,172,1068304,2005,D51,Shooting,2005-08-07T04:00:00.000Z,71,Cabbagetown-South St.James Town (71),43.665741,-79.3755188,678
-79.520591700000011,43.6958237,173,985817,2005,D23,Shooting,2005-08-13T04:00:00.000Z,8,Humber Heights-Westmount (8),43.6958237,-79.5205917,679
-79.3746796,43.667095199999977,174,1156816,2005,D51,Shooting,2005-08-15T04:00:00.000Z,74,North St.James Town (74),43.6670952,-79.3746796,680
-79.334953299999981,43.7187347,175,1072514,2005,D54,Shooting,2005-08-16T04:00:00.000Z,44,Flemingdon Park (44),43.7187347,-79.3349533,681
-79.2666245,43.7581253,176,117846,2005,D41,Other,2005-08-18T04:00:00.000Z,127,Bendale (127),43.7581253,-79.2666245,682
-79.5074844,43.6030045,177,1183577,2005,D22,Other,2005-08-20T04:00:00.000Z,18,New Toronto (18),43.6030045,-79.5074844,683
-79.2205582,43.742836,178,1189864,2005,D42,Shooting,2005-08-25T04:00:00.000Z,139,Scarborough Village (139),43.742836,-79.2205582,684
-79.50952150000002,43.7391281,179,761120,2005,D31,Shooting,2005-08-30T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7391281,-79.5095215,685
-79.3701248,43.6561661,180,1178414,2005,D51,Other,2005-08-31T04:00:00.000Z,73,Moss Park (73),43.6561661,-79.3701248,686
-79.3436584,43.7402763,181,1389771,2005,D33,Stabbing,2005-09-06T04:00:00.000Z,42,Banbury-Don Mills (42),43.7402763,-79.3436584,687
-79.5022736,43.7049217,182,1101797,2005,D31,Shooting,2005-09-08T04:00:00.000Z,28,Rustic (28),43.7049217,-79.5022736,688
-79.3992004,43.635238599999987,183,739598,2005,D14,Shooting,2005-09-09T04:00:00.000Z,82,Niagara (82),43.6352386,-79.3992004,689
-79.5147705,43.7672119,184,1096519,2005,D31,Shooting,2005-09-10T04:00:00.000Z,24,Black Creek (24),43.7672119,-79.5147705,690
-79.516342199999983,43.7518959,185,1203047,2005,D31,Shooting,2005-09-13T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7518959,-79.5163422,691
-79.4347229,43.6374626,186,1139553,2005,D14,Shooting,2005-09-16T04:00:00.000Z,85,South Parkdale (85),43.6374626,-79.4347229,692
-79.5493622,43.7272911,187,1156513,2005,D23,Shooting,2005-09-16T04:00:00.000Z,5,Elms-Old Rexdale (5),43.7272911,-79.5493622,693
-79.5493622,43.7272911,188,1156513,2005,D23,Shooting,2005-09-16T04:00:00.000Z,5,Elms-Old Rexdale (5),43.7272911,-79.5493622,694
-79.5493622,43.7272911,189,1156513,2005,D23,Shooting,2005-09-16T04:00:00.000Z,5,Elms-Old Rexdale (5),43.7272911,-79.5493622,695
-79.335266100000013,43.6945457,190,1228892,2005,D54,Other,2005-09-22T04:00:00.000Z,58,Old East York (58),43.6945457,-79.3352661,696
-79.1626282,43.7703972,191,1141576,2005,D42,Stabbing,2005-10-01T04:00:00.000Z,136,West Hill (136),43.7703972,-79.1626282,697
-79.5885315,43.7386971,192,1325246,2005,D23,Shooting,2005-10-22T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7386971,-79.5885315,698
-79.5917053,43.7367744,193,1265274,2005,D23,Shooting,2005-10-23T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7367744,-79.5917053,699
-79.5917053,43.7367744,194,1265274,2005,D23,Shooting,2005-10-23T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7367744,-79.5917053,700
-79.3331299,43.7981796,195,1317338,2005,D42,Shooting,2005-11-01T05:00:00.000Z,117,L'Amoreaux (117),43.7981796,-79.3331299,701
-79.4427948,43.6973038,196,1345445,2005,D13,Shooting,2005-11-09T05:00:00.000Z,108,Briar Hill-Belgravia (108),43.6973038,-79.4427948,702
-79.4065704,43.7565041,197,1356083,2005,D32,Stabbing,2005-11-12T05:00:00.000Z,51,Willowdale East (51),43.7565041,-79.4065704,703
-79.4636307,43.6807251,198,1322417,2005,D12,Shooting,2005-11-14T05:00:00.000Z,91,Weston-Pellam Park (91),43.6807251,-79.4636307,704
-79.5933151,43.741787,199,1258191,2005,D23,Shooting,2005-11-18T05:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.741787,-79.5933151,705
-79.3015747,43.7153091,200,1293148,2005,D54,Other,2005-11-02T05:00:00.000Z,54,O'Connor-Parkview (54),43.7153091,-79.3015747,706
-79.2779083,43.7454643,201,1337264,2005,D41,Stabbing,2005-11-26T05:00:00.000Z,126,Dorset Park (126),43.7454643,-79.2779083,707
-79.448684699999987,43.6595802,202,1428567,2005,D11,Shooting,2005-11-29T05:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6595802,-79.4486847,708
-79.5214233,43.7732086,203,812174,2005,D31,Other,2005-01-26T05:00:00.000Z,24,Black Creek (24),43.7732086,-79.5214233,709
-79.5438232,43.7729378,204,1440086,2005,D31,Shooting,2005-12-01T05:00:00.000Z,21,Humber Summit (21),43.7729378,-79.5438232,710
-79.362739600000012,43.6515694,307,2226684,2007,D55,Other,2007-05-26T04:00:00.000Z,73,Moss Park (73),43.6515694,-79.3627396,711
-79.3187103,43.7599258,308,2243955,2007,D33,Stabbing,2007-06-05T04:00:00.000Z,45,Parkwoods-Donalda (45),43.7599258,-79.3187103,712
-79.5783081,43.735508,309,2066379,2007,D23,Shooting,2007-06-09T04:00:00.000Z,3,Thistletown-Beaumond Heights (3),43.735508,-79.5783081,713
-79.3980484,43.6529465,310,2055785,2007,D14,Other,2007-05-30T04:00:00.000Z,78,Kensington-Chinatown (78),43.6529465,-79.3980484,714
-79.4592743,43.6892853,311,2127704,2007,D13,Other,2007-06-17T04:00:00.000Z,109,Caledonia-Fairbank (109),43.6892853,-79.4592743,715
-79.204978899999986,43.7826042,312,2149719,2007,D43,Other,2007-05-08T04:00:00.000Z,135,Morningside (135),43.7826042,-79.2049789,716
-79.2179184,43.8228722,313,2064605,2007,D42,Stabbing,2007-06-25T04:00:00.000Z,131,Rouge (131),43.8228722,-79.2179184,717
-79.3334808,43.815731,613,4822914,2013,D42,Other,2013-02-06T05:00:00.000Z,116,Steeles (116),43.815731,-79.3334808,718
-79.3660126,43.6594429,314,2315548,2007,D51,Stabbing,2007-06-29T04:00:00.000Z,72,Regent Park (72),43.6594429,-79.3660126,719
-79.1538544,43.7976494,315,2122523,2007,D42,Shooting,2007-07-04T04:00:00.000Z,131,Rouge (131),43.7976494,-79.1538544,720
-79.1947403,43.7620163,316,2126683,2007,D43,Stabbing,2007-07-07T04:00:00.000Z,136,West Hill (136),43.7620163,-79.1947403,721
-79.4493713,43.7208595,317,2304950,2007,D32,Shooting,2007-07-03T04:00:00.000Z,31,Yorkdale-Glen Park (31),43.7208595,-79.4493713,722
-79.2329788,43.7795486,318,2043425,2007,D43,Stabbing,2007-07-17T04:00:00.000Z,137,Woburn (137),43.7795486,-79.2329788,723
-79.4406357,43.6922646,319,2226971,2007,D13,Shooting,2007-07-21T04:00:00.000Z,107,Oakwood Village (107),43.6922646,-79.4406357,724
-79.5034027,43.7410774,320,2162156,2007,D31,Shooting,2007-07-22T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7410774,-79.5034027,725
-79.3744507,43.6688728,321,2096282,2007,D51,Shooting,2007-07-22T04:00:00.000Z,74,North St.James Town (74),43.6688728,-79.3744507,726
-79.3886795,43.648201,322,2253925,2007,D52,Shooting,2007-07-22T04:00:00.000Z,77,Waterfront Communities-The Island (77),43.648201,-79.3886795,727
-79.2119064,43.8184433,323,2314144,2007,D42,Shooting,2007-07-28T04:00:00.000Z,131,Rouge (131),43.8184433,-79.2119064,728
-79.4645615,43.6654053,324,2133216,2007,D11,Other,2007-07-28T04:00:00.000Z,90,Junction Area (90),43.6654053,-79.4645615,729
-79.5935364,43.733776099999986,325,2177286,2007,D23,Shooting,2007-07-30T04:00:00.000Z,1,West Humber-Clairville (1),43.7337761,-79.5935364,730
-79.238357500000021,43.7388573,326,2344083,2007,D43,Stabbing,2007-07-29T04:00:00.000Z,138,Eglinton East (138),43.7388573,-79.2383575,731
-79.362335200000018,43.6629715,327,2082431,2007,D51,Shooting,2007-08-04T04:00:00.000Z,71,Cabbagetown-South St.James Town (71),43.6629715,-79.3623352,732
-79.4114838,43.6457024,328,2187991,2007,D14,Stabbing,2007-08-09T04:00:00.000Z,81,Trinity-Bellwoods (81),43.6457024,-79.4114838,733
-79.3466263,43.7032127,329,2383826,2007,D53,Stabbing,2007-08-22T04:00:00.000Z,55,Thorncliffe Park (55),43.7032127,-79.3466263,734
-79.555687,43.641521500000017,330,2425942,2007,D22,Stabbing,2007-02-22T05:00:00.000Z,14,Islington-City Centre West (14),43.6415215,-79.555687,735
-79.2840805,43.6939468,331,2077377,2007,D11,Shooting,2007-08-26T04:00:00.000Z,121,Oakridge (121),43.6939468,-79.2840805,736
-79.2291183,43.727985399999987,332,2421599,2007,D41,Other,2007-08-22T04:00:00.000Z,123,Cliffcrest (123),43.7279854,-79.2291183,737
-79.2834015,43.8050919,333,2442324,2007,D42,Other,2007-08-31T04:00:00.000Z,129,Agincourt North (129),43.8050919,-79.2834015,738
-79.2814407,43.7481804,334,2265196,2007,D41,Stabbing,2007-09-11T04:00:00.000Z,126,Dorset Park (126),43.7481804,-79.2814407,739
-79.4415131,43.6830559,335,2479780,2007,D13,Other,2007-09-07T04:00:00.000Z,107,Oakwood Village (107),43.6830559,-79.4415131,740
-79.520401,43.7688293,336,2426042,2007,D31,Shooting,2007-08-16T04:00:00.000Z,24,Black Creek (24),43.7688293,-79.520401,741
-79.5048294,43.706646,337,2373579,2007,D31,Other,2007-09-11T04:00:00.000Z,28,Rustic (28),43.706646,-79.5048294,742
-79.313240099999987,43.6701813,338,2919665,2008,D55,Stabbing,2008-08-03T04:00:00.000Z,64,Woodbine Corridor (64),43.6701813,-79.3132401,743
-79.2572784,43.7873955,339,2756711,2008,D42,Shooting,2008-08-10T04:00:00.000Z,128,Agincourt South-Malvern West (128),43.7873955,-79.2572784,744
-79.440933199999989,43.7654686,340,2891170,2008,D32,Shooting,2008-08-24T04:00:00.000Z,37,Willowdale West (37),43.7654686,-79.4409332,745
-79.2259445,43.806564299999984,341,2928965,2008,D42,Shooting,2008-08-26T04:00:00.000Z,132,Malvern (132),43.8065643,-79.2259445,746
-79.5926132,43.716533699999985,342,2597314,2008,D23,Other,2008-05-28T04:00:00.000Z,1,West Humber-Clairville (1),43.7165337,-79.5926132,747
-79.356185900000014,43.6492119,343,2986087,2008,D51,Other,2008-08-22T04:00:00.000Z,77,Waterfront Communities-The Island (77),43.6492119,-79.3561859,748
-79.3791733,43.7659492,344,2881742,2008,D33,Stabbing,2008-09-02T04:00:00.000Z,52,Bayview Village (52),43.7659492,-79.3791733,749
-79.4697189,43.691364299999989,345,2406153,2008,D12,Shooting,2008-09-08T04:00:00.000Z,112,Beechborough-Greenbrook (112),43.6913643,-79.4697189,750
-79.5423813,43.752094299999989,346,2386684,2008,D31,Stabbing,2008-09-08T04:00:00.000Z,21,Humber Summit (21),43.7520943,-79.5423813,751
-79.4812698,43.72255710000001,347,2922744,2008,D31,Shooting,2008-09-09T04:00:00.000Z,29,Maple Leaf (29),43.7225571,-79.4812698,752
-79.518821700000018,43.7619209,348,2747960,2008,D31,Shooting,2008-09-16T04:00:00.000Z,24,Black Creek (24),43.7619209,-79.5188217,753
-79.287429799999984,43.7817383,349,2909162,2008,D42,Stabbing,2008-09-16T04:00:00.000Z,128,Agincourt South-Malvern West (128),43.7817383,-79.2874298,754
-79.5141907,43.7554741,350,2954481,2008,D31,Shooting,2008-09-22T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7554741,-79.5141907,755
-79.511459400000021,43.6839638,351,2395868,2008,D22,Shooting,2008-10-03T04:00:00.000Z,8,Humber Heights-Westmount (8),43.6839638,-79.5114594,756
-79.4902191,43.73471450000001,352,2875476,2008,D31,Other,2008-09-24T04:00:00.000Z,26,Downsview-Roding-CFB (26),43.7347145,-79.4902191,757
-79.513801599999979,43.7198334,353,3044970,2008,D31,Shooting,2008-10-09T04:00:00.000Z,26,Downsview-Roding-CFB (26),43.7198334,-79.5138016,758
-79.3983612,43.6356773,354,2386395,2008,D14,Other,2008-10-11T04:00:00.000Z,77,Waterfront Communities-The Island (77),43.6356773,-79.3983612,759
-79.1667786,43.80756,355,2897918,2008,D42,Stabbing,2008-10-13T04:00:00.000Z,131,Rouge (131),43.80756,-79.1667786,760
-79.1667786,43.80756,356,2897918,2008,D42,Stabbing,2008-10-13T04:00:00.000Z,131,Rouge (131),43.80756,-79.1667786,761
-79.2251663,43.7417946,357,2823465,2008,D43,Shooting,2008-10-14T04:00:00.000Z,139,Scarborough Village (139),43.7417946,-79.2251663,762
-79.3302231,43.6632423,358,2440245,2008,D55,Shooting,2008-10-25T04:00:00.000Z,70,South Riverdale (70),43.6632423,-79.3302231,763
-79.4401245,43.754097,359,3023273,2008,D32,Shooting,2008-10-25T04:00:00.000Z,33,Clanton Park (33),43.754097,-79.4401245,764
-79.3999176,43.6514397,360,2373236,2008,D14,Other,2008-08-28T04:00:00.000Z,78,Kensington-Chinatown (78),43.6514397,-79.3999176,765
-79.2179413,43.770813,361,2863291,2008,D43,Stabbing,2008-11-18T05:00:00.000Z,135,Morningside (135),43.770813,-79.2179413,766
-79.2179413,43.770813,362,2863291,2008,D43,Stabbing,2008-11-18T05:00:00.000Z,135,Morningside (135),43.770813,-79.2179413,767
-79.2179413,43.770813,363,2863291,2008,D43,Stabbing,2008-11-18T05:00:00.000Z,135,Morningside (135),43.770813,-79.2179413,768
-79.5725479,43.6530304,364,2739826,2008,D22,Other,2008-11-23T05:00:00.000Z,11,Eringate-Centennial-West Deane (11),43.6530304,-79.5725479,769
-79.3097916,43.7421455,365,3049956,2008,D33,Shooting,2008-11-26T05:00:00.000Z,119,Wexford/Maryvale (119),43.7421455,-79.3097916,770
-79.508895899999985,43.601539599999988,366,2439136,2008,D22,Stabbing,2008-12-03T05:00:00.000Z,18,New Toronto (18),43.6015396,-79.5088959,771
-79.470932,43.696601899999983,367,2873166,2008,D12,Stabbing,2008-12-06T05:00:00.000Z,112,Beechborough-Greenbrook (112),43.6966019,-79.470932,772
-79.2789001,43.7328644,368,3103211,2008,D41,Other,2008-12-25T05:00:00.000Z,125,Ionview (125),43.7328644,-79.2789001,773
-79.5529861,43.751442,369,3148206,2009,D31,Shooting,2009-01-03T05:00:00.000Z,21,Humber Summit (21),43.751442,-79.5529861,774
-79.355278,43.7409439,370,3100835,2009,D33,Shooting,2009-01-04T05:00:00.000Z,42,Banbury-Don Mills (42),43.7409439,-79.355278,775
-79.3265533,43.7177429,371,3118823,2009,D54,Other,2009-01-06T05:00:00.000Z,44,Flemingdon Park (44),43.7177429,-79.3265533,776
-79.4613113,43.670841199999984,372,3167296,2009,D12,Stabbing,2009-01-16T05:00:00.000Z,91,Weston-Pellam Park (91),43.6708412,-79.4613113,777
-79.4743576,43.6885223,373,3043662,2009,D12,Shooting,2009-01-20T05:00:00.000Z,110,Keelesdale-Eglinton West (110),43.6885223,-79.4743576,778
-79.511314400000018,43.6983452,374,3065148,2009,D12,Shooting,2009-02-01T05:00:00.000Z,113,Weston (113),43.6983452,-79.5113144,779
-79.205703699999987,43.785690299999985,375,2874543,2009,D41,Shooting,2009-02-10T05:00:00.000Z,135,Morningside (135),43.7856903,-79.2057037,780
-79.511673,43.7660446,376,3219115,2009,D31,Shooting,2009-02-22T05:00:00.000Z,24,Black Creek (24),43.7660446,-79.511673,781
-79.4771805,43.6896706,377,2904889,2009,D12,Shooting,2009-02-26T05:00:00.000Z,112,Beechborough-Greenbrook (112),43.6896706,-79.4771805,782
-79.2762833,43.753231,378,3082434,2009,D41,Shooting,2009-02-28T05:00:00.000Z,126,Dorset Park (126),43.753231,-79.2762833,783
-79.524284400000013,43.7559319,379,3180676,2009,D31,Stabbing,2009-03-12T04:00:00.000Z,24,Black Creek (24),43.7559319,-79.5242844,784
-79.2625427,43.725818599999982,380,3159164,2009,D41,Stabbing,2009-04-02T04:00:00.000Z,124,Kennedy Park (124),43.7258186,-79.2625427,785
